id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
17319,5.88,14.04,8.08,8.57,11.22,31.44,38.67,0.03,0.04,0.07,0.08,0.7,-22.92,-4.32,0.52,0.64,-9.54,-7.14,0.5,0.63,19.3,0.67,0.55,-1.22,1,0.42,0.02,0.63,N
17320,5.98,15.79,13.89,7.68,73.58,95.69,31.28,0.04,0.04,0.06,0.1,0.59,146.78,44.39,0.57,0.61,-23.76,-6.74,0.52,-1.07,1.75,0.39,0.53,-0.78,0.63,0.53,0.01,0.6,N
17321,-0.98,18.44,5.43,9.77,17.45,40.76,45.55,0.03,0.05,0.04,0.03,2.48,21.7,4.78,1.46,0.54,286.57,12.04,0.54,-0.97,4.39,0.44,0.49,-0.78,1.16,0.28,0.01,0.63,N
17322,0.13,11.26,8.05,6.93,17.24,25.49,22.58,0.04,0.14,0.06,0.06,1.68,-13.35,5.36,0.74,0.5,11.98,-5.32,0.48,1.55,-2.12,0.43,0.42,-1.42,0.58,0.72,0.01,0.52,N
17323,4.91,13.28,10.09,13.73,41.21,38.68,46.07,0.04,0.04,0.04,0.05,2.25,-3.19,4.12,0.73,0.61,6.57,1.36,0.62,-1.13,1.36,0.36,0.54,-1.29,1.56,0.4,0.02,0.62,N
17324,4.98,22.34,7.02,7.79,7.95,30.62,75.89,0.04,0.04,0.06,0.06,1.48,-13.41,14.08,0.84,0.6,10.36,-5.5,0.54,1.12,13.5,0.5,0.46,-0.86,0.89,0.89,0.02,0.65,N
17325,3.94,20.23,10.91,12.24,24.29,27.4,26.8,0.04,0.06,0.08,0.09,0.97,-3.75,2.37,1.04,0.56,2.71,4.82,0.54,-1.3,1.22,0.43,0.49,-0.21,1.03,0.36,0.02,0.56,N
17326,5.3,40.01,9.55,10.02,10.91,29.79,74.13,0.09,0.12,0.23,0.09,10.23,-3.17,1.71,0.96,0.63,2.87,3.91,0.46,1.17,6.07,0.46,0.52,-0.8,1.88,0.48,0.02,0.63,N
17327,5.8,24.94,13.87,10.39,18.39,29.81,24.5,0.14,0.07,0.05,0.05,1.01,-4.84,3.92,1.01,0.57,4.72,21.53,0.56,1.35,7.01,0.45,0.56,-0.52,0.94,0.64,0.02,0.61,N
17328,6.26,27.4,9.99,5.76,20.57,31.17,76.99,0.05,0.06,0.05,0.05,0.73,-6.51,8.95,0.9,0.52,11.47,-8.45,0.44,1.63,9.05,0.42,0.57,-1.02,0.47,0.54,0.02,0.59,N
17329,3.99,30.2,7.56,12.94,13.21,92.93,41.45,0.03,0.13,0.13,0.13,0.63,-4.13,2.41,0.17,0.56,9.25,-0.81,0.29,2.3,7.95,0.54,0.66,0.83,0.88,-0.06,0.01,0.39,N
17330,7.08,13,13.52,9.61,64.99,34.16,22.83,0.12,0.08,0.05,0.18,1.54,-14.53,-289.2,0.19,0.54,11.86,8.17,0.5,1.04,6.85,0.51,0.48,-0.39,1.32,0.67,0.02,0.62,N
17331,5.35,32.93,7.4,14.69,25.14,34.37,38.5,0.04,0.05,0.06,0.05,0.77,124.17,5.51,1.39,0.6,16.4,-4.05,0.55,-1.07,1.01,0.42,0.56,-0.45,1.16,0.63,0.01,0.62,N
17332,3.84,15.64,8.34,10.1,13.95,24.9,20.79,0.05,0.03,0.07,0.04,2.63,-2.21,2.8,0.52,0.58,2.66,2.09,0.51,1.14,4.01,0.47,0.4,-0.81,1.34,0.56,0.02,0.62,N
17333,16.12,25.56,7.21,8.06,22.58,51.56,87.51,0.04,0.04,0.04,0.04,1.14,386.61,-7.1,0.9,0.53,-7.56,-5.06,0.49,1.04,13.55,0.56,0.52,-1.49,1.28,0.46,0.02,0.61,N
17334,-0.51,23.11,10.65,21.89,26.61,43,69.79,0.03,0.15,0.04,0.04,0.55,-4.76,14.99,0.58,0.6,8.62,-6.81,0.54,1.66,0.46,0.41,0.53,-0.38,1.26,0.79,0.01,0.47,N
17335,14.93,10.26,8.11,9.73,17.26,24.66,24.66,0.05,0.06,0.06,0.12,3.52,-2.76,7.25,0.5,0.62,4.73,44.02,0.56,1.04,23.07,0.52,0.56,-2.03,1.59,0.83,0.02,0.61,N
17336,7.84,15.21,9.33,6.93,33.75,20.38,22.31,0.05,0.07,0.04,0.04,1.72,-3.03,2.66,0.83,0.53,3.69,9.89,0.53,1.85,1.82,0.44,0.65,-0.73,1.38,0.65,0.02,0.57,N
17337,6.16,45.79,7.81,11.18,14.18,486.09,423,0.04,0.03,0.06,0.07,0.47,-7.07,2.89,0.96,0.53,3.86,-3.92,0.47,1.35,9.75,0.48,0.67,0.03,0.9,0.58,0.01,0.57,N
17338,14.44,42.27,8.52,10.5,38.58,54.48,41.79,0.06,0.04,0.09,0.09,0.7,-1.57,4.94,1.05,0.59,3.64,1.92,0.57,-0.98,0.39,0.39,0.59,-0.81,1.4,-0.17,0.01,0.56,N
17339,15.1,28.7,6.85,11.7,21.12,33.41,25.46,0.04,0.05,0.03,0.04,0.44,-3.8,3.94,1.56,0.54,4.08,-1314.43,0.42,-1.05,1.25,0.38,0.52,-0.32,0.4,0.41,0.01,0.61,N
17340,5.47,15.9,9.74,13.16,16.47,43.02,108.08,0.04,0.06,0.05,0.05,0.58,21.49,-24.52,0.89,0.56,-26.35,-3.68,0.41,-1.04,1.12,0.4,0.45,-0.48,0.62,0.21,0.02,0.62,N
17341,4.26,21.75,11.76,14.69,16.75,49.68,51.98,0.06,0.07,0.08,0.07,2.04,-4.46,-8.7,0.67,0.57,-10.33,-2.9,0.52,1.15,9.62,0.49,0.56,-1.12,1.64,1,0.01,0.57,N
17342,4.63,40.94,8.46,11.77,24.05,41.67,46.12,0.05,0.06,0.06,0.03,1.19,44.89,6.97,0.62,0.43,10.4,-4.76,0.51,1.24,11.09,0.5,0.5,-0.3,1.14,0.58,0.02,0.63,N
17343,5.67,16.46,14.58,10.46,12.32,30.07,43.09,0.04,0.05,0.04,0.08,1.3,-1.71,4.46,0.62,0.6,2.67,4.27,0.54,0.76,17.39,0.5,0.49,-0.28,1.28,0.2,0.02,0.61,N
17344,6.61,14.14,23.17,10.24,25.7,22.56,28.37,0.12,0.05,0.05,0.05,2.23,-3.87,5.49,1.02,0.44,-14.55,-6.63,0.38,-0.82,-0.11,0.39,0.74,-0.95,1.84,0.52,0.01,0.52,N
17345,13.48,14.9,13.51,13.78,19.86,29.5,24.18,0.13,0.04,0.05,0.07,0.43,-4.15,45.21,0.86,0.53,5.18,-2.97,0.48,-0.15,-6.58,0.39,0.36,-0.33,1.51,0.69,0.01,0.66,N
17346,5.72,29.45,10.82,10.6,21.8,155.54,127.65,0.15,0.06,0.06,0.05,0.49,5.91,-34.27,0.53,0.55,-9.44,-3.2,0.45,1.03,9.5,0.47,0.44,-1.13,2.33,2.38,0.02,0.03,N
17347,4.3,25.64,9.15,6.28,22.99,21.53,30.82,0.04,0.03,0.06,0.03,1.46,-16.18,-5.65,0.36,0.64,-7.27,-19.63,0.48,0.92,13.29,0.57,0.48,-1.52,0.78,0.68,0.02,0.61,N
17348,3.51,18,11.11,9.59,11.3,148.74,139.55,0.07,0.05,0.06,0.04,0.57,-4.89,1.18,1.43,0.66,2.34,3.69,0.56,1.74,13.35,0.49,0.75,-0.42,1.69,0.45,0.02,0.49,N
17349,5.55,36.88,11.12,15.8,26.2,70.66,71.01,0.06,0.05,0.04,0.12,0.55,18.34,-20.86,0.37,0.5,-29.52,-11.91,0.53,1.28,1.71,0.22,0.57,-0.62,0.69,0.49,0.02,0.61,N
17350,16.53,23.33,9.22,10.34,14.9,31.84,31.15,0.05,0.04,0.04,0.05,1.97,-1.72,2.29,1.09,0.53,2.66,7.63,0.47,2.04,7.09,0.49,0.87,-0.59,1.72,0.43,0.01,0.45,N
17351,6.08,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.04,0.04,0.03,0.1,2.7,2.12,1.12,0.32,3.05,-2.25,0.33,-1.39,2.54,0.37,0.66,0.92,0.42,-0.02,0.02,0.58,N
17352,12.89,15.41,12.18,13.21,19.4,32.09,36.32,0.03,0.04,0.04,0.04,0.71,-2.15,3.76,1.52,0.52,3.15,7.79,0.52,-0.71,5.16,0.4,0.55,-0.39,1.21,-0.28,0.01,0.62,N
17353,5.18,22.37,8.44,8.02,11.35,33.2,29.6,0.05,0.07,0.04,0.04,10.74,-2.82,-33.55,0.37,0.62,25.93,4.65,0.53,1.73,12.73,0.52,0.49,-0.62,1.24,0.43,0.02,0.61,N
17354,14.81,11.54,11.71,9.77,38.25,44.54,41.96,0.04,0.09,0.05,0.03,6.32,-2.7,7.03,0.9,0.62,4.63,13.49,0.51,1.64,13.16,0.47,0.42,-0.84,1.72,0.56,0.02,0.58,N
17355,-0.05,49.8,6.95,8.73,22.77,113.89,230.87,0.06,0.06,0.04,0.05,0.76,-19.89,-20.6,0.69,0.53,-11.08,-4.38,0.5,1.31,2.72,0.45,0.53,-0.55,1.29,0.73,0.02,0.67,N
17356,-0.81,92.2,10.35,7.48,35.9,36.74,31.62,0.05,0.05,0.04,0.03,0.38,-2.58,2.33,0.5,0.57,2.59,34.03,0.32,-0.68,1.3,0.25,0.58,-0.48,0.3,0.56,0.02,0.62,N
17357,5.21,20.29,13.68,7.09,14.48,45.86,32.45,0.03,0.04,0.07,0.08,0.67,-4.68,-4.72,0.44,0.58,-65.75,-3.06,0.49,1.38,7.97,0.47,0.57,-0.92,0.64,0.62,0.01,0.58,N
17358,5.87,20.72,7.68,6.47,42.06,23.08,29.69,0.08,0.04,0.07,0.05,0.74,-14.58,-545.13,0.53,0.54,21.12,-9.85,0.47,1.12,4.77,0.44,0.54,-0.43,0.74,0.33,0.02,0.62,N
17359,0.04,16.23,7.76,6.77,25.33,21.99,28.28,0.05,0.11,0.18,0.06,10.03,-6.27,6.49,0.96,0.55,18.66,-10.32,0.54,1.32,6.28,0.44,0.57,-0.57,0.69,0.83,0.02,0.62,N
17360,4.52,44.35,12.4,20.84,11.87,348.15,352.68,0.05,0.07,0.04,0.04,1.08,185.42,-34.07,0.68,0.53,-21.24,17.42,0.53,1.23,6.41,0.57,0.56,-0.98,1.16,0.12,0.02,0.6,N
17361,14.24,26.42,7.25,12.19,16.98,20.09,20.93,0.04,0.04,0.05,0.03,1.47,-1.9,4.59,0.98,0.55,3.57,3.36,0.47,-0.61,-1.06,0.36,0.49,-1.89,0.21,0.69,0.01,0.64,N
17362,5.66,20.44,8.62,16.3,47.69,24.97,33.75,0.06,0.06,0.06,0.04,0.74,-7.42,13.86,0.43,0.59,29.67,-6.22,0.56,-0.16,-4.3,0.39,0.45,-0.61,0.82,0.49,0.02,0.55,N
17363,6.14,15.1,8.55,6.5,10.15,88.42,135.29,0.05,0.07,0.04,0.08,1.63,-5.13,4.85,0.96,0.58,5.3,-35.13,0.55,1.51,6.21,0.44,0.63,-0.67,1.38,0.31,0.02,0.57,N
17364,3.57,17.09,11.06,10.65,18.15,60.46,57.51,0.04,0.14,0.04,0.05,3.14,-3.91,-14.84,0.82,0.57,-17.69,-4.17,0.46,-1.71,2.77,0.4,0.69,-0.69,1.68,-0.11,0.02,0.6,N
17365,5.38,20.04,6.34,7.66,29.67,34.24,57.94,0.04,0.05,0.04,0.04,1.83,-6.87,9.86,0.8,0.52,7.86,2.66,0.52,1.78,3.13,0.46,0.5,-0.89,1.61,0.3,0.02,0.58,N
17366,16.79,20.68,8.63,11.84,37.38,24.74,26.36,0.08,0.07,0.04,0.04,1.35,-2.8,4,1.18,0.52,3.08,31.81,0.6,1.13,6.42,0.45,0.54,-0.74,1.46,0.96,0.02,0.65,N
17367,6.1,14.07,8.99,8.41,14.55,28.46,32.04,0.05,0.05,0.08,0.04,0.33,-10.44,-24.63,0.7,0.59,17.31,-3.26,0.49,1.04,1.77,0.43,0.44,-0.41,1.23,0.48,0,0,N
17368,5.14,29.07,15.37,6.85,25.04,836.92,518.76,0.04,0.13,0.11,0.13,2.16,-84.24,5.61,2.03,0.6,-26.45,-1.91,0.42,-0.87,-0.56,0.38,0.63,0.3,0.68,0.63,0.02,0.62,N
17369,5.81,147.01,17.52,24.88,41.88,215.78,131.29,0.08,0.04,0.06,0.07,0.37,-4.18,1.32,1.84,0.4,1.54,5.52,0.55,-1.9,4.17,0.42,0.69,0.28,0.8,0.36,0.01,0.6,N
17370,4.26,259.26,13.42,333.33,131.74,466.67,466.67,0.16,0.05,0.04,0.03,0.24,-8.6,11.07,0.92,0.54,5.6,-3.49,0.49,-1.45,2.29,0.43,0.54,-0.17,1.54,0.4,0.01,0.57,N
17371,3.64,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.03,0.08,0.12,0.16,-40.49,1.89,1.01,0.47,2.1,-1.62,0.37,1.32,18.6,0.53,0.75,0.53,0.95,0.35,0.01,0.5,N
17372,4.7,27.02,6.92,12.09,18.29,31.29,39,0.05,0.05,0.12,0.05,1.83,-1.46,1.3,0.94,0.55,1.83,2.33,0.44,-0.49,-3.7,0.35,0.53,-0.28,1.53,0.39,0.01,0.51,N
17373,4.41,11.44,10.64,11.78,26.18,78.16,159.81,0.04,0.07,0.05,0.1,2.52,-2.42,1.46,0.92,0.63,2.04,-3.76,0.59,0.11,50.03,0.74,0.4,-0.49,1.39,1.3,0.02,0.62,N
17374,-0.19,16.71,10.3,8.64,13.25,24.37,30.59,0.05,0.04,0.07,0.06,0.91,-2.13,72.38,0.73,0.57,6.37,3.45,0.53,-0.19,-4.57,0.38,0.6,-0.71,0.53,0.26,0.02,0.61,N
17375,0.33,11.65,6.68,7.26,26.24,40.45,33.58,0.05,0.04,0.06,0.09,2.75,-162.97,3.94,1.2,0.57,25.58,-4.17,0.5,1.74,5.71,0.45,0.62,-0.59,0.87,0.26,0.01,0.57,N
17376,6.42,9.78,8.27,11.77,22.44,53.49,61.74,0.04,0.07,0.07,0.07,1.98,-0.99,3.42,0.63,0.6,2.33,8.01,0.4,-0.18,-4.53,0.37,0.41,-0.41,1.62,-0.04,0.02,0.57,N
17377,4.33,13.18,10.01,8.69,26.57,26.2,48.13,0.07,0.04,0.05,0.05,16.52,-3.07,-3.49,0.06,0.59,-8.47,8.64,0.53,-0.41,-3.16,0.35,0.53,-1.4,1.07,0.4,0.02,0.64,N
17378,13.52,10.4,9.7,6.97,9.39,25.67,34.19,0.04,0.06,0.09,0.1,1.06,-5.88,3.61,0.79,0.49,6.91,6.21,0.51,1.34,7.82,0.44,0.58,-1.31,0.42,0.53,0.02,0.61,N
17379,-0.6,36.47,14.33,11.08,19.88,51.24,35.18,0.12,0.03,0.04,0.11,0.55,31.84,-44.57,0.74,0.46,35.04,-6.24,0.45,1.4,9.02,0.44,0.5,-0.58,0.63,0.62,0.02,0.61,N
17380,15.07,9.37,11.96,11.07,11.65,33.15,40.18,0.04,0.05,0.06,0.07,9.05,-11.15,-4.88,0.67,0.62,-7.5,-28.64,0.47,1,11.47,0.56,0.56,-2.06,1.19,0.44,0.02,0.63,N
17381,5.73,38.73,8.18,11.67,14.08,109.2,101.37,0.04,0.13,0.05,0.04,0.53,-27.53,-15.17,0.83,0.5,37.47,-5.99,0.5,1.37,8.52,0.46,0.55,-0.95,0.87,0.52,0.02,0.56,N
17382,5.03,22.46,9.49,15.37,17.71,108.08,62.6,0.04,0.06,0.04,0.04,0.49,-7.58,5.21,1.05,0.56,6.6,-8.01,0.49,2.35,8.37,0.47,0.45,-0.7,1.62,0.45,0.02,0.56,N
17383,16.78,30.76,6.49,8.15,20.05,94.07,52.46,0.05,0.07,0.07,0.05,0.65,-6.24,-106.33,0.88,0.58,8.67,-6.53,0.53,1.2,12.49,0.51,0.59,-0.47,1.51,0.97,0.02,0.61,N
17384,9.24,55.36,9.32,8.83,46.08,198.95,92.41,0.05,0.14,0.04,0.08,0.75,-5.87,9.63,0.47,0.54,8.39,18.23,0.52,-0.18,-4.69,0.34,0.48,-0.32,1.47,0.65,0.02,0.61,N
17385,-0.18,15.92,13.12,8.12,22.69,36.51,32.48,0.1,0.06,0.03,0.04,3.04,-3.22,3.9,0.91,0.57,3.27,5.76,0.55,1.1,12.47,0.52,0.47,-1.05,0.49,0.5,0.01,0.56,N
17386,5.07,90.99,9.82,12.42,33.69,43.22,65.6,0.08,0.06,0.05,0.1,1.15,-53.15,-3.14,-0.24,0.55,-4.64,-3.71,0.55,2.2,6.23,0.41,0.45,-0.92,0.49,0.75,0.01,0.51,N
17387,6.27,13.07,8.51,6.77,27.88,29.52,37.57,0.03,0.07,0.05,0.06,1.05,-5.11,-39.37,0.72,0.54,14.52,1218.67,0.51,1.16,4.32,0.44,0.52,-1.13,0.69,0.47,0.02,0.62,N
17388,15.21,11.14,11.04,10.88,15.2,31.99,26.55,0.05,0.13,0.13,0.13,0.71,-1.46,3.64,2.26,0.58,3.17,-2.09,0.21,-0.02,-4.86,0.39,0.53,1.46,0.77,-0.4,0.01,0.59,N
17389,6.03,21.9,10.98,8.85,26.07,86.25,61.51,0.05,0.05,0.21,0.1,2.52,10.39,3.82,0.57,0.48,5.83,2.44,0.56,0.23,-15.35,0.22,0.37,-1.08,1.1,0.43,0.01,0.63,N
17390,5.21,29.83,13.83,7.31,18.59,29.57,46.35,0.1,0.04,0.05,0.08,0.89,-1.25,5.19,0.61,0.6,2.36,2.1,0.65,1.17,13.59,0.5,0.58,-0.48,1.43,0.43,0.02,0.03,N
17391,13.54,14.84,7.92,10.45,57.54,27.55,37.93,0.05,0.06,0.06,0.04,1.1,-17.06,33.1,0.76,0.53,-22.41,-15.98,0.52,-1.14,0.14,0.39,0.53,-0.98,1.01,0.08,0.02,0.55,N
17392,5.42,12.4,9.15,11.33,25.67,25.73,31.4,0.04,0.05,0.09,0.11,0.54,-24.32,95.26,0.71,0.51,16.85,47.8,0.53,1.31,8.91,0.49,0.54,-0.59,0.9,0.54,0.02,0.61,N
17393,5.1,15.1,9.31,12.45,27.17,56.24,48.08,0.04,0.04,0.05,0.05,0.74,5.64,-8.36,0.44,0.51,-7,-2.29,0.49,1.18,4.61,0.49,0.53,-0.86,1.14,0.78,0.02,0.6,N
17394,4.37,35.51,19.97,11.14,64.33,86.7,102.88,0.05,0.04,0.06,0.06,1.28,6.37,-12.26,0.54,0.58,-4.61,-3.24,0.53,-0.35,-3.17,0.4,0.49,-0.94,1.22,0.54,0.01,0.55,N
17395,12.55,36.87,11.26,11.03,19.15,53.12,39.68,0.08,0.05,0.08,0.04,0.66,-2.15,6.33,1.15,0.53,3.84,7.29,0.54,-0.49,-2.2,0.37,0.54,-0.77,0.64,0.35,0.01,0.62,N
17396,0.37,13.55,13.79,6.77,15.01,22.03,26.51,0.08,0.04,0.05,0.05,0.77,-4.22,-19.45,0.44,0.54,-85.2,60.49,0.54,2.04,4.73,0.43,0.55,-0.93,1.46,0.44,0.01,0.46,N
17397,5.4,24.47,8.54,9.06,33.16,27.26,26,0.07,0.05,0.05,0.12,3.37,-3.16,9.17,1.01,0.62,6.31,-14.47,0.54,1.17,11.26,0.52,0.55,-0.99,1.35,0.54,0.02,0.56,N
17398,6.14,23.62,8.38,11.07,19.77,25.3,21.59,0.04,0.04,0.05,0.04,1.03,-3.97,3.3,1.51,0.52,3.8,13.84,0.42,-0.72,-0.81,0.29,0.53,-0.69,0.3,0.34,0.01,0.63,N
17399,6.14,18.97,8.03,12.22,32.99,46.99,72.96,0.07,0.03,0.14,0.04,1.04,-5.74,16.36,0.56,0.61,11.27,-8.65,0.52,1.21,1.25,0.44,0.46,-0.6,0.86,0.48,0.01,0.6,N
17400,4.28,36.1,8.35,15.49,11.85,27.93,50.21,0.04,0.06,0.04,0.04,0.77,-2.34,2.41,0.14,0.55,2.94,6.63,0.47,-1.19,2.59,0.37,0.56,-0.67,1.78,0.2,0.01,0.48,N
17401,-0.67,26.58,7.48,9.35,22.26,76.75,44.7,0.04,0.06,0.13,0.08,6.84,-2.49,1.47,1.64,0.62,2.48,2.46,0.63,1.65,9.48,0.43,0.59,-0.51,1.2,0.66,0.02,0.02,N
17402,4.88,14.66,10.06,9.52,28.52,107.41,39.49,0.13,0.07,0.11,0.05,0.57,23.44,-25.35,0.68,0.55,-19.05,-2.72,0.46,1.41,7.75,0.44,0.57,-0.3,0.51,0.76,0.01,0.63,N
17403,14.22,15.63,11.78,10.7,14.75,145.35,171.97,0.08,0.05,0.04,0.04,0.79,-1.75,10.33,0.34,0.51,4.01,13.88,0.48,-0.47,-1.78,0.37,0.56,-0.18,1.46,0.23,0.02,0.59,N
17404,5.23,14.05,7.19,8.14,15.16,25.18,27.38,0.06,0.03,0.05,0.04,0.97,-5.08,11.66,1.18,0.5,6.64,-13.4,0.47,1.81,6.39,0.48,0.53,-1.09,2.09,0.49,0.01,0.64,N
17405,5.86,11.08,11.12,14.03,8.25,47.26,57.53,0.09,0.12,0.04,0.03,6.47,-1.87,0.41,1.27,0.56,1.27,2.36,0.54,-0.76,0.37,0.41,0.35,-0.33,1.71,0.58,0.01,0.5,N
17406,5.31,15.22,9.13,7.55,32.38,85.11,73.04,0.03,0.07,0.04,0.05,1.09,-2.96,4.1,1.06,0.53,3.55,12.7,0.52,3.41,9.84,0.48,0.24,-0.8,1.74,0.56,0.02,0.63,N
17407,3.72,38.53,9.97,7.46,13.62,27.38,28.29,0.07,0.07,0.06,0.04,2.11,-32.52,12.19,0.29,0.67,-13.57,29.44,0.6,1.21,-1.6,0.39,0.5,-1.23,1.29,1.17,0.02,0.64,N
17408,-1.35,13.85,6.31,9.97,13.2,28.3,23.01,0.07,0.09,0.11,0.06,0.77,-1.63,-3.69,0.16,0.6,2269.02,-38.99,0.51,2.31,10.96,0.46,0.42,-0.43,1.21,0.46,0.02,0.59,N
17409,5.98,15.35,9.91,8.74,19.68,61.39,33.37,0.09,0.03,0.04,0.04,1.57,-23.37,-7.3,0.7,0.6,-14.06,-267.91,0.46,1.3,11.76,0.51,0.48,-1.27,0.84,0.6,0.01,0.64,N
17410,5.16,31.23,7.77,8.07,18.88,125.14,102.72,0.14,0.06,0.04,0.08,1.17,8.78,-12.94,0.26,0.57,-4.77,9.4,0.6,1.69,-0.49,0.43,0.49,-1.23,1.1,0.59,0.01,0.63,N
17411,6.89,18.31,14.3,9.53,16.15,31.09,26.82,0.07,0.04,0.09,0.09,1.47,-3.57,3.15,1.11,0.6,2.97,-25.46,0.57,0.99,18.75,0.54,0.47,-0.8,1.24,0.73,0.01,0.64,N
17412,4.74,14.47,9.94,12.06,12.78,48.7,40.97,0.03,0.04,0.05,0.04,2.25,-2.49,-227,0.55,0.56,13.06,7.37,0.55,-0.78,-2.92,0.36,0.54,-0.92,1.64,0.33,0.01,0.49,N
17413,3.46,28.37,12.01,8.75,11.11,23.47,18.86,0.06,0.04,0.04,0.04,1.82,-3.13,2.78,1.12,0.51,3.63,41.4,0.5,-1.01,0.7,0.37,0.59,-0.9,0.37,0.57,0.01,0.52,N
17414,7.1,17.49,14.48,12.2,21.45,30.65,31.91,0.08,0.08,0.05,0.04,0.6,-11.15,2.9,0.99,0.5,5.38,-4.52,0.47,1.57,6.7,0.49,0.53,-0.24,1.49,0.86,0.02,0.66,N
17415,16.03,12.07,7.69,9.11,15.91,26.56,26.94,0.03,0.04,0.04,0.09,1.8,-2.3,3.32,1.17,0.52,4.14,3.35,0.48,-0.98,-1.86,0.31,0.59,-1.4,0.72,0.3,0.01,0.61,N
17416,4.47,30.5,7.72,10.69,22.58,30.67,28.34,0.03,0.13,0.13,0.13,1.01,-25.54,5.87,3.44,0.6,353.96,-1.07,0.23,-0.58,-0.6,0.4,0.48,1.19,0.27,0.87,0.01,0.65,N
17417,7.07,20.65,15.84,7.87,29.35,73.29,47.79,0.14,0.09,0.08,0.05,1.06,-3.81,2.33,1.08,0.51,3.09,-6.51,0.48,0.83,4.46,0.44,0.45,-0.56,1.85,0.88,0.02,0.65,N
17418,-0.83,22.04,13.86,9.89,10.07,28.41,56.01,0.04,0.03,0.04,0.05,0.64,-3.01,3.48,0.99,0.55,2.83,4.51,0.55,1.13,11.27,0.53,0.47,-0.54,0.69,0.35,0.01,0.63,N
17419,4.35,14.32,10.18,7.77,49.77,21.29,19,0.04,0.05,0.04,0.04,1.05,-37.63,6.62,0.89,0.6,16.49,-5.06,0.52,1.2,15.19,0.53,0.45,-0.53,0.91,0.55,0.01,0.6,N
17420,6.1,15.59,19.35,7.79,25.09,38.15,45.56,0.15,0.04,0.04,0.06,0.72,-2.89,2,1.65,0.58,2.09,36.18,0.53,1.9,30.44,0.56,0.21,-0.8,1.82,0.78,0.02,0.63,N
17421,6.33,31.09,6.93,6.97,23.55,287.25,94.29,0.09,0.11,0.08,0.04,5.47,-4.79,4.41,0.56,0.55,5.41,9.28,0.58,1,4.19,0.44,0.56,-0.84,1.6,0.93,0.02,0.64,N
17422,6.55,11.49,6.26,7.52,89.5,42.68,119.37,0.05,0.06,0.07,0.07,2.23,-2.79,3.53,1.27,0.55,5.88,4.35,0.49,-1.8,3.6,0.42,0.6,-0.95,1.98,0.39,0.01,0.63,N
17423,-1.03,43.16,7.53,11.87,31.34,426.71,373.86,0.03,0.05,0.04,0.04,0.7,-2.25,1.92,1.23,0.5,2.37,9.19,0.52,-0.67,-0.91,0.2,0.56,-0.38,0.46,0.23,0.01,0.41,N
17424,7,24.96,26.2,7.53,10.22,80.48,146.01,0.09,0.08,0.12,0.09,0.74,17.28,-22.13,0.44,0.58,2575.59,-7.15,0.49,1.24,2.71,0.46,0.48,-0.44,1.43,0.55,0.02,0.62,N
17425,-1.79,18.14,10.03,8.26,12.15,20.35,18.7,0.04,0.13,0.13,0.13,1.78,-50.37,-95.18,4.07,0.61,3538.81,-0.97,0.32,1.48,3.38,0.46,0.58,0.65,0.31,0.82,0.01,0.71,N
17426,8.08,50.85,19.91,10.17,24.11,47.32,39.16,0.09,0.03,0.1,0.04,0.49,-4.6,3.06,0.7,0.55,4.12,-2.76,0.48,-0.58,-3.35,0.41,0.39,-0.29,1.7,0.66,0.01,0.25,N
17427,5.56,11.53,6.46,7.03,18.8,20.89,21.65,0.03,0.13,0.09,0.07,6.86,-6.01,49.47,0.53,0.61,-61.75,30.64,0.55,1.25,4.64,0.46,0.49,-1.2,1.48,0.9,0.01,0.63,N
17428,4.56,18.47,9.74,8.36,11.8,33.77,29.32,0.06,0.04,0.08,0.05,0.67,-5.96,3.28,1.02,0.65,4.42,-20.97,0.59,1.35,10.61,0.5,0.57,-0.46,0.66,0.71,0.02,0.54,N
17429,3.98,31.06,9.76,7.7,15.56,33.6,35.58,0.04,0.04,0.03,0.04,0.7,-2.37,981.31,0.7,0.55,8.15,48.89,0.52,1.54,0.58,0.38,0.6,-1.02,0.78,0.35,0.02,0.58,N
17430,0.02,10.47,11.44,8.72,12.02,24.42,36.89,0.07,0.04,0.04,0.05,0.72,-3.91,5.36,1.17,0.54,4.87,71.21,0.52,-1.01,-2.39,0.38,0.57,-0.3,0.42,0.41,0.02,0.59,N
17431,3.99,19.3,13.08,5.98,29.25,224.62,91.04,0.07,0.03,0.06,0.04,1.09,-5.56,39.92,0.78,0.61,80.54,-3.86,0.54,-0.87,0.77,0.38,0.53,-1.06,1.47,0.55,0.01,0.42,N
